W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
iterations: 10000000
learning_rate: 1e-07
user_data_representation: average
scale_factor_output: 1.2
batch_size: 64
allow_negative_data: True
use_permutations: True
movie_amount_limit: 0
labels_data_type: decimal
limit_permutations: 64
loss: Tensor("Add_6:0", shape=(), dtype=float32)
optimizer: <tensorflow.python.training.adam.AdamOptimizer object at 0x7f6e9986c710>
use_cache: True
hidden_layers: 3
[      1600] Acc: 0.3567 | Acc s/ns: 0.8249 | d_RMSE: 1.0631 | RMSE: 1.0631 | Loss: 30.7804 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1620] Acc: 0.3583 | Acc s/ns: 0.8165 | d_RMSE: 1.0670 | RMSE: 1.0670 | Loss: 20.5563 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1640] Acc: 0.3581 | Acc s/ns: 0.8182 | d_RMSE: 1.0628 | RMSE: 1.0628 | Loss: 29.5321 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1660] Acc: 0.3572 | Acc s/ns: 0.8227 | d_RMSE: 1.0623 | RMSE: 1.0623 | Loss: 29.8477 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623 GOOD
[      1680] Acc: 0.3562 | Acc s/ns: 0.8270 | d_RMSE: 1.0631 | RMSE: 1.0631 | Loss: 24.2404 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1700] Acc: 0.3544 | Acc s/ns: 0.8317 | d_RMSE: 1.0630 | RMSE: 1.0630 | Loss: 33.1488 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1720] Acc: 0.3558 | Acc s/ns: 0.8282 | d_RMSE: 1.0641 | RMSE: 1.0641 | Loss: 21.9286 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1740] Acc: 0.3569 | Acc s/ns: 0.8245 | d_RMSE: 1.0631 | RMSE: 1.0631 | Loss: 22.8584 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1760] Acc: 0.3565 | Acc s/ns: 0.8254 | d_RMSE: 1.0642 | RMSE: 1.0642 | Loss: 27.0760 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1780] Acc: 0.3539 | Acc s/ns: 0.8339 | d_RMSE: 1.0651 | RMSE: 1.0651 | Loss: 32.0132 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1800] Acc: 0.3536 | Acc s/ns: 0.8346 | d_RMSE: 1.0644 | RMSE: 1.0644 | Loss: 27.4852 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
[      1820] Acc: 0.3536 | Acc s/ns: 0.8351 | d_RMSE: 1.0665 | RMSE: 1.0665 | Loss: 28.1406 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0623
